premise,hypothesis,label
you know it's easy to say well yeah let's let's put these old folks in a home but when i think i don't want to do that you know i don't want to be have my little home i always threaten my daughters i say well,I already have a nursing home picked out for my mother-in-law.,0
"Despite its initial failings, Siegel's Flamingo survived him, as did mob infiltration of casinos.",Siegel likes to wear brightly colored shirts.,0
"We have heard, seen this pattern before.",It appeared many times of the last ten years.,0
"By coordinating policy development and awareness activities in this manner, she helps ensure that new risks and policies are communicated promptly and that employees are periodically reminded of existing policies through means such as monthly bulletins, an intranet web site, and presentations to new employees.",She can find new risks with the awareness campaign.,0
"While parents may pick up this gay semaphore, kids aren't likely to.",Some kids do understand gay signals.,0
it would probably be a lot more work and probably not turn out as good,I think it would be a lot more work to do it like that instead of my way,0
"All-inclusive packages and large resort hotels offer restaurants, sporting activities, entertainment, wide-screen sports channels in the bars, shopping, and a guaranteed suntan.",Large resort hotel restaurants are the best you can find.,0
"To help ensure the success of GPRA, the CFO Council, which the CFO Act created to provide the leadership foundation necessary to effectively carry out the Chief Financial Officers' responsibilities, established a GPRA Implementation Committee.",The GPRA was successful.,0
you know it took away a lot of of time from them we did go out to you know to the places that you typically take children to and we had a lot of fun but it seems as though the time went by so fast that,Time went by fast and we went golfing with the kids.,0
"South Carolina has no referendum right, so the Supreme Court canceled the vote and upheld the ban.","South Carolina doesn't have referendum rights, so the Supreme Court upheld the ban on corporate contributions.",0
you did you see that,I saw that!,0
News ' cover says the proliferation of small computer devices and the ascendance of Web-based applications are eroding Microsoft's dominance.,Microsoft is a more profitable company than Apple.,0
"Yes, it does, admitted Tuppence.",Tuppence wasn't very happy about admitting it did.,0
At the pictures the crooks always have a restoorant in the Underworld.,They were not always crooks.,0
"Cave 31 tries to emulate the style of the great Hindu temple on a much smaller scale, but the artists here were working on much harder rock and so abandoned their effort.",Cave 31 ran into problems because it was made of harder rock and everyone was disappointed.,0
"The traditional opening time for many hotels is the Orthodox Easter, although some do not open until the end of April.",The hotels open on March 13th.,0
"At that event, legal services personnel, court personnel, and other technology experts saw demonstrations by four companies on their products, and assessed their utility for preparing pro se documents.",Legal services personnel saw product demonstrations on software that would help file cases quickly.,0
"He was of two minds, one reveled in the peace of this village.",He loved the smiling villagers who loved each other.,0
"A chancy road winding up to the 475-metre (1,560-foot) summit is likely to test the engine and suspension of your car, as well as your own persistence.",Tourists often get into accidents trying to reach the summit because their cars weren't able to make it to the top.,0
